Title,Diff,Level,Const,Score,Clear,"Full Combo","All Justice","Full Chain",Genre
†大闘士＝クライン・フォーゲル・シュピール＝えりか†,MAS,14.5,14.6,1009479,1,1,0,0,ORIGINAL
シンデレラ,MAS,12,12.1,1006699,1,0,0,0,niconico
アニマル,EXP,9.5,9.5,1003242,1,0,0,0,niconico
アニマル,MAS,13,13.3,1007468,1,0,0,0,niconico
パラサイト,MAS,12.5,12.5,1009168,1,1,0,0,niconico
きゅうくらりん,MAS,13.5,13.7,1008203,1,0,0,0,niconico
生きる,MAS,13,13.1,1005959,1,0,0,0,niconico
"MAIGAHARA パンチラインキッカーズ",MAS,13,13,1009385,1,1,0,0,イロドリミドリ
エータ・ベータ・イータ,MAS,14.5,14.8,1009954,1,1,1,0,ゲキマイ
irony,MAS,11.5,11.7,1009276,1,1,0,0,POPS&ANIME
全人類ノ非想天則,MAS,13,13.4,1009934,1,1,1,0,東方Project
"U&iVERSE -銀河鸞翔-",MAS,14,14.4,1009332,1,1,0,0,ゲキマイ
RELOAD,MAS,14,14.4,1009365,1,0,0,0,ゲキマイ
スティールユー,MAS,12.5,12.8,1010000,1,1,1,0,niconico
痛快リズムアクション「B.B.K.K.B.K.K.」,MAS,14,14.2,1009357,1,1,0,0,イロドリミドリ
"SUPER AMBULANCE",MAS,14.5,14.5,1008547,1,0,0,0,ゲキマイ
盟月,MAS,14.5,14.9,1009060,1,0,0,0,ORIGINAL
"Disruptor Array",EXP,14,14.4,1009727,1,1,1,0,ORIGINAL
"Disruptor Array",MAS,15,15.3,1008080,1,0,0,0,ORIGINAL
Daphnis,EXP,14,14.4,1008357,1,0,0,0,ORIGINAL
Daphnis,MAS,15.5,15.6,1002272,1,0,0,0,ORIGINAL
"To：Be Continued",EXP,14,14.3,1009960,1,1,1,2,ORIGINAL
"To：Be Continued",MAS,15.5,15.5,1007887,1,0,0,0,ORIGINAL
フューチャー・イヴ,MAS,13.5,13.9,1009457,1,1,0,0,niconico
"FLUFFY FLASH",MAS,14.5,14.7,1009933,1,1,1,0,ゲキマイ
Alexandrite,MAS,14,14.4,1009976,1,1,1,0,VARIETY
"PRAGMATISM -RESURRECTION-",MAS,14,14.3,1007389,1,0,0,0,VARIETY
"Alice's Suitcase",EXP,9.5,9.5,1008651,1,0,0,0,VARIETY
Sheriruth,MAS,14.5,14.9,1009858,1,1,1,0,VARIETY
"STARRED HEART",MAS,12,12.4,1009977,1,1,1,0,ゲキマイ
幻想即興曲,MAS,15,15.1,1001751,1,0,0,0,VARIETY
月の光,MAS,14.5,14.7,1004039,1,0,0,0,VARIETY
「四季」より「冬」,MAS,14,14.4,1008386,1,0,0,0,VARIETY
"Moon of Noon",MAS,14,14.4,1007487,1,0,0,0,ゲキマイ
4月1日でございました,MAS,14.5,14.8,1008001,1,0,0,0,ORIGINAL
五等分のカタチ,MAS,11,11.3,1009983,1,1,1,0,POPS&ANIME
魔法少女とチョコレゐト,MAS,13,13,1009894,1,1,1,0,niconico
少女レイ,MAS,12,12.3,1009963,1,1,1,0,niconico
超常マイマイン,MAS,12,12,557040,0,0,0,0,ゲキマイ
"VIIIbit Explorer",MAS,14,14.3,1009960,1,1,1,2,ゲキマイ
MAXRAGE,MAS,14,14.3,1009748,1,1,0,0,ゲキマイ
Resolution,MAS,13.5,13.9,1009982,1,1,1,0,ゲキマイ
ヒストリー×ブレイカー,MAS,13,13,1009291,1,0,0,0,ゲキマイ
"Ruler Count, Zero",MAS,13,13.4,1008278,1,0,0,0,ゲキマイ
アマツカミ,EXP,11,11,1009551,1,1,0,0,ゲキマイ
アマツカミ,MAS,14,14.2,1009272,1,0,0,0,ゲキマイ
"Let you DIVE!",MAS,12,12,1010000,1,1,1,0,VARIETY
"Knight Rider",EXP,12.5,12.8,1001644,1,0,0,0,VARIETY
"Knight Rider",MAS,14,14.2,1009940,1,1,1,0,VARIETY
ADAM,MAS,14,14.1,1009697,1,1,0,0,VARIETY
Exitium,EXP,13,13.4,1008269,1,0,0,0,VARIETY
Exitium,MAS,14.5,14.9,1008919,1,0,0,0,VARIETY
eden,MAS,15,15,1008276,1,0,0,0,VARIETY
"INTERNET OVERDOSE",MAS,13,13,1009967,1,1,1,0,POPS&ANIME
"刃渡り2億センチ(TV edit)",MAS,14.5,14.6,1008433,1,0,0,0,POPS&ANIME
おとせサンダー,EXP,9.5,9.5,1009977,1,1,1,0,POPS&ANIME
もぺもぺ,MAS,14,14.2,1006223,1,0,0,0,VARIETY
neu,MAS,15,15,1007651,1,0,0,0,VARIETY
雷切-RAIKIRI-,MAS,14.5,14.9,1009600,1,1,0,0,ゲキマイ
LAMIA,EXP,14,14.1,1010000,1,1,1,0,ゲキマイ
LAMIA,MAS,15,15.3,1005673,1,0,0,0,ゲキマイ
オンソクデイズ!!,MAS,14.5,14.9,1009914,1,1,1,0,ゲキマイ
ウルガレオン,MAS,14.5,14.7,1009346,1,0,0,0,ORIGINAL
やめらんないな!,MAS,12,12.2,1008832,1,0,0,0,ORIGINAL
"Dive a Wave",MAS,12.5,12.9,1007511,1,0,0,0,ORIGINAL
ASH,MAS,14,14,1009458,1,1,0,0,ORIGINAL
Makear,EXP,14,14,1008657,1,0,0,0,ORIGINAL
Makear,MAS,15.5,15.5,1005542,1,0,0,0,ORIGINAL
プライマリー進化論,MAS,12.5,12.6,1009974,1,1,1,0,イロドリミドリ
フリーフォール,MAS,14,14,1009932,1,1,1,0,VARIETY
"Invisible Frenzy",MAS,15,15.2,1008131,1,0,0,0,VARIETY
Quon,MAS,13.5,13.8,1009971,1,1,1,2,VARIETY
"Snow Colored Score",ULT,14,14.4,1009291,1,0,0,0,イロドリミドリ
LiftOff,MAS,14.5,14.7,1008313,1,0,0,0,ゲキマイ
Hydra,EXP,11.5,11.5,1009944,1,1,1,0,VARIETY
Hydra,MAS,14,14.4,1008690,1,0,0,0,VARIETY
Survive,EXP,11,11.2,1009957,1,1,1,0,VARIETY
シンデレラディスコ,MAS,12,12.3,1009940,1,1,1,0,ゲキマイ
うたかたのせかいで,MAS,14.5,14.8,1009065,1,1,0,0,ORIGINAL
とあちゃんのおもちゃ箱,MAS,14.5,14.9,1001447,1,0,0,0,ORIGINAL
白庭,MAS,14,14.3,1009966,1,1,1,0,ORIGINAL
"REL0VE REL1VE",MAS,13.5,13.9,1009954,1,1,1,0,ORIGINAL
deadeye,MAS,14.5,14.7,1009940,1,1,1,0,ORIGINAL
Aiolos,MAS,15,15,1008283,1,0,0,0,ゲキマイ
花となれ,MAS,11.5,11.9,1009843,1,1,1,0,niconico
カノン,MAS,12.5,12.8,1009154,1,0,0,0,niconico
異星にいこうね,MAS,13,13.2,1009297,1,1,0,0,niconico
夏色花火,MAS,11,11.3,1008464,1,0,0,0,ゲキマイ
夢と幻想の終点にて,MAS,14,14.1,1009008,1,0,0,0,ORIGINAL
Superbia,MAS,14.5,14.9,1008782,1,0,0,0,ORIGINAL
空間創造理論,MAS,14.5,14.6,1009241,1,0,0,0,ORIGINAL
βlαnoir,EXP,13.5,13.8,1009314,1,0,0,0,ORIGINAL
βlαnoir,MAS,15,15.4,1007531,1,0,0,0,ORIGINAL
"Cult future",MAS,15,15,1007916,1,0,0,0,ゲキマイ
"Night Spider",MAS,13,13.1,1009966,1,1,1,0,POPS&ANIME
#あくあ色ぱれっと,MAS,11.5,11.8,1009994,1,1,1,0,POPS&ANIME
story,MAS,13.5,13.7,1009108,1,1,0,0,POPS&ANIME
セガサターン起動音[H.][Remix],MAS,14,14,1007699,1,0,0,0,VARIETY
スン(マイル)フラワー～Sun(Mile)Flower,MAS,12.5,12.5,1009969,1,1,1,0,ゲキマイ
あなたは世界の終わりにずんだを食べるのだ,MAS,12.5,12.7,1007775,1,0,0,0,niconico
snooze,MAS,13.5,13.9,1009948,1,1,1,0,niconico
"Vibes 2k20",MAS,14,14.4,1009950,1,1,1,0,ゲキマイ
"《真紅》 ～ Pavane Pour La Flamme",MAS,14,14.1,1008775,1,0,0,0,ORIGINAL
"《楽土》 ～ One and Only One",MAS,13.5,13.6,1006265,1,0,0,0,ORIGINAL
"《散華》 ～ EMBARK",MAS,13,13.4,1008980,1,0,0,0,ORIGINAL
"《慈雨》 ～ La Symphonie de Salacia: Agony Movement",MAS,14,14,1007677,1,0,0,0,ORIGINAL
"《創造》 ～ Cries, beyond The End",EXP,13.5,13.7,1008442,1,0,0,0,ORIGINAL
"《創造》 ～ Cries, beyond The End",MAS,15,15.1,1008326,1,0,0,0,ORIGINAL
"反撃! 突撃! Back To Back!",MAS,13,13,1008168,1,0,0,0,ゲキマイ
Λlteration,MAS,14,14.3,1007916,1,0,0,0,イロドリミドリ
Regulus,MAS,14,14.4,1008063,1,0,0,0,ゲキマイ
"Chaotic Ørder",EXP,14,14.3,1008935,1,1,0,0,ORIGINAL
"Chaotic Ørder",MAS,15.5,15.6,1000616,1,0,0,0,ORIGINAL
ぽかぽか温泉音頭,MAS,12,12.1,1009466,1,1,0,0,ゲキマイ
sølips,EXP,13.5,13.6,1009914,1,1,1,0,ゲキマイ
sølips,MAS,15,15.3,1006520,1,0,0,0,ゲキマイ
"GEOMETRIC DANCE",MAS,14.5,14.7,1008927,1,0,0,0,ゲキマイ
Singularity,MAS,15,15.1,1008515,1,0,0,0,ゲキマイ
ワンダーシャッフェンの法則,MAS,14,14,1004525,1,0,0,0,ゲキマイ
Yorugao,MAS,14.5,14.9,1007053,1,0,0,0,ゲキマイ
ALIVE,MAS,12.5,12.6,1009992,1,1,1,0,POPS&ANIME
"トウキョウ・シャンディ・ランデヴ feat. 花譜, ツミキ",MAS,13,13.3,1005393,1,0,0,0,POPS&ANIME
さくゆいたいそう,EXP,9.5,9.5,1009991,1,1,1,0,POPS&ANIME
さくゆいたいそう,MAS,11.5,11.7,1010000,1,1,1,0,POPS&ANIME
アイデン貞貞メルトダウン,MAS,11.5,11.9,1009846,1,1,1,0,POPS&ANIME
ひめごと＊クライシスターズ,MAS,13,13,1009912,1,1,1,0,POPS&ANIME
"Stellar Stellar",BAS,3,3,1009969,1,1,1,0,POPS&ANIME
"Stellar Stellar",ADV,6,6,1009968,1,1,1,0,POPS&ANIME
"Stellar Stellar",EXP,10,10.2,1009982,1,1,1,0,POPS&ANIME
"Stellar Stellar",MAS,13.5,13.9,1009943,1,1,1,0,POPS&ANIME
不可解,MAS,12.5,12.7,1009355,1,0,0,0,POPS&ANIME
海に化ける,MAS,13,13,1009965,1,1,1,0,POPS&ANIME
パラレルサーチライト,MAS,13,13.1,1009671,1,1,0,0,POPS&ANIME
"INTERNET YAMERO",MAS,14,14,1009989,1,1,1,0,POPS&ANIME
ラブカ？,MAS,13.5,13.5,1009936,1,1,1,0,niconico
星界ちゃんと可不ちゃんのおつかい合騒曲,MAS,14,14.3,1009718,1,1,0,0,niconico
"Beat Eater",MAS,13,13.2,1009927,1,1,1,0,niconico
"Glory Steady Go!",MAS,12.5,12.7,1009914,1,1,1,0,niconico
ロウワー,MAS,13.5,13.7,1009941,1,1,1,0,niconico
てらてら,MAS,12.5,12.8,1009905,1,1,1,0,niconico
天使のクローバー,MAS,12.5,12.8,1009981,1,1,1,0,niconico
イナイイナイ依存症,MAS,14,14.2,1009322,1,1,0,0,niconico
バグ,MAS,13.5,13.6,1009918,1,1,1,0,niconico
ミラクルペイント,MAS,12,12.3,1009977,1,1,1,2,niconico
ブラック★ロックシューター,MAS,12,12,1009907,1,1,1,0,niconico
ヒアソビ,MAS,13.5,13.6,1008521,1,0,0,0,niconico
インターネットサバイバー,MAS,13,13,1010000,1,1,1,0,東方Project
"ユックリ feat.餅千歳",MAS,12.5,12.8,1009545,1,1,0,0,東方Project
本物のヒーローとの戦い,MAS,14.5,14.6,1009969,1,1,1,0,VARIETY
華麗なる死闘,MAS,13.5,13.6,1008825,1,0,0,0,VARIETY
"Blow My Mind",MAS,14,14,1009994,1,1,1,0,VARIETY
"Jakarta PROGRESSION",EXP,12,12.1,1009933,1,1,1,0,VARIETY
"Jakarta PROGRESSION",MAS,14,14.2,1009461,1,1,0,0,VARIETY
VALLIS-NERIA,MAS,14.5,14.6,1009964,1,1,1,0,VARIETY
"Big Bang",MAS,15,15.1,1008835,1,1,0,0,VARIETY
Spasmodic,MAS,14.5,14.6,1009374,1,1,0,0,VARIETY
ΩΩPARTS,EXP,13.5,13.6,1009901,1,1,1,0,VARIETY
ΩΩPARTS,MAS,15,15.2,1008208,1,0,0,0,VARIETY
"ENERGY SYNERGY MATRIX",MAS,14,14.2,1009891,1,1,1,2,VARIETY
"New York Back Raise",MAS,14,14.3,1009446,1,1,0,0,VARIETY
D-Birth,MAS,13.5,13.5,1008173,1,0,0,0,VARIETY
"GIGA BLAST",MAS,15,15.1,1009265,1,1,0,0,VARIETY
Longinus,MAS,14.5,14.9,1009588,1,1,0,0,VARIETY
Ωκεανος,MAS,14,14.1,1009604,1,1,0,2,VARIETY
"Love's Theme of BADASS ～バッド・アス 愛のテーマ～",MAS,14,14.4,1008437,1,0,0,0,VARIETY
"Burn it All",MAS,14.5,14.8,1007511,1,0,0,0,VARIETY
"Stronghold LandEater",MAS,13.5,13.8,1008677,1,0,0,0,VARIETY
MuseDashを作っているPeroPeroGamesさんが倒産しちゃったよ～,MAS,14.5,14.5,1009491,1,0,0,0,VARIETY
"Rush B",MAS,13.5,13.7,1009084,1,0,0,0,VARIETY
Cthugha,MAS,14.5,14.8,1008939,1,0,0,0,VARIETY
ラビットランド・メッセンジャー,MAS,13,13.1,1009247,1,1,0,0,イロドリミドリ
オン×ステージ！,MAS,12,12.3,1008905,1,0,0,0,ゲキマイ
MarbleBlue.,MAS,15,15.2,1007760,1,1,0,0,ゲキマイ
Sage,EXP,13,13.2,1009967,1,1,1,0,ゲキマイ
Sage,MAS,14.5,14.7,1009583,1,1,0,0,ゲキマイ
Mutation,MAS,15,15.1,1009840,1,1,1,0,ゲキマイ
"Adverse Gaff",MAS,14.5,14.9,1009080,1,0,0,0,ゲキマイ
四月の雨,MAS,13.5,13.9,1006352,1,0,0,0,ゲキマイ
"Jump!! Jump!! Jump!!",MAS,12.5,12.7,1009990,1,1,1,0,ゲキマイ
Prominence,MAS,14,14.4,1009110,1,0,0,0,ゲキマイ
"Stargazing Dreamer",MAS,14.5,14.9,1009914,1,1,1,0,ゲキマイ
"Beautiful Future",MAS,13.5,13.7,1009967,1,1,1,0,ゲキマイ
Alcyone,MAS,14.5,14.6,1009900,1,1,1,0,ゲキマイ
少女PastQ,MAS,11.5,11.5,1009939,1,1,1,0,ORIGINAL
君と夏色っ！～わんダフルバケーション～,MAS,12.5,12.9,1009632,1,1,0,0,ORIGINAL
MyPaceInvention,MAS,12,12.2,1008584,1,0,0,0,ORIGINAL
colorful,MAS,13,13,1009678,1,1,0,0,ORIGINAL
ZegalltA,MAS,15,15.2,1008637,1,0,0,0,ORIGINAL
ウニの歌,MAS,14.5,14.6,1009276,1,0,0,0,ORIGINAL
驚異の魔法,MAS,13.5,13.8,1007678,1,0,0,0,ORIGINAL
liberate,MAS,13,13.2,1009019,1,0,0,0,ORIGINAL
"lucky omen",MAS,13.5,13.5,1008222,1,0,0,0,ORIGINAL
"Sunlight Starlight",MAS,14,14.1,1008878,1,0,0,0,ORIGINAL
ワーカーホリック,MAS,13,13.1,1007632,1,0,0,0,ORIGINAL
Overturn,MAS,14,14.3,1010000,1,1,1,0,ORIGINAL
"First Light",MAS,13.5,13.7,1005736,1,0,0,0,ORIGINAL
ラストピースに祝福と栄光を,EXP,14,14.3,1008487,1,0,0,0,ORIGINAL
ラストピースに祝福と栄光を,MAS,15.5,15.5,1002711,1,0,0,0,ORIGINAL
"crazy (about you)",MAS,14,14.1,1009927,1,1,1,0,ORIGINAL
Dèfandour,MAS,14.5,14.5,1009152,1,1,0,0,ORIGINAL
"Ultimate Force",EXP,14,14.4,1009924,1,1,1,0,ORIGINAL
"Ultimate Force",MAS,15.5,15.6,1007704,1,0,0,0,ORIGINAL
"SILENT BLUE",MAS,14,14.2,1008490,1,0,0,0,ゲキマイ
勇者,MAS,13,13.1,1009415,1,0,0,0,POPS&ANIME
"ÅMARA (大未来電脳)",MAS,14.5,14.8,1008120,1,0,0,0,niconico
マツヨイナイトバグ,MAS,14,14.3,1009952,1,1,1,0,東方Project
Rrhar'il,MAS,15,15.1,1009116,1,0,0,0,VARIETY
ヒュブリスの頂に聳えるのは,MAS,14.5,14.9,1009724,1,1,0,0,VARIETY
Stardust:RAY,MAS,15,15.3,1005622,1,0,0,0,ゲキマイ
HECATONCHEIR,MAS,14,14.1,1009983,1,1,1,0,ゲキマイ
其のエメラルドを見よ,MAS,15,15.1,1008389,1,1,0,0,ゲキマイ
バッドトリッパー,MAS,12,12,1009935,1,1,1,0,ORIGINAL
幻想ロードオブキング,MAS,14.5,14.9,1009766,1,1,0,0,ORIGINAL
イーヴィルガール,MAS,14,14,1009994,1,1,1,0,ORIGINAL
わたしはオッセルヴァトリーチェ！,MAS,13,13.4,1008908,1,0,0,0,ORIGINAL
優勝Princess♡,MAS,13,13.3,1008066,1,0,0,0,ORIGINAL
リ・フィクション・O,MAS,15,15.3,1007626,1,0,0,0,ORIGINAL
匿名M,MAS,13,13.4,1006528,1,0,0,0,niconico
DRE4M1N9,MAS,13.5,13.7,1008927,1,1,0,0,ORIGINAL
Overhea[r]t,MAS,14.5,14.5,1009962,1,1,1,2,ORIGINAL
"Malleus Maleficarum",MAS,14.5,14.8,1009335,1,0,0,0,ORIGINAL
"Elusive Enforcer",MAS,14,14.3,1009956,1,1,1,0,ORIGINAL
黎命に殉ず,MAS,15,15.1,1009213,1,1,0,0,ORIGINAL
ReCoda,MAS,12,12.3,1009954,1,1,1,0,POPS&ANIME
チューリングの跡,EXP,14,14,1009950,1,1,1,0,ゲキマイ
チューリングの跡,MAS,15,15.1,1009810,1,1,1,0,ゲキマイ
"NIGHTWAVE FRAGMENTS",MAS,14,14.2,1009966,1,1,1,0,VARIETY
"Joe Fight",MAS,14,14.3,1009690,1,1,0,0,VARIETY
"Poppin' Dream",MAS,13.5,13.7,1010000,1,1,1,0,VARIETY
"Make Up Your World feat. キョンシーのCiちゃん & らっぷびと",MAS,13,13.3,1009945,1,1,1,0,VARIETY
"Latent Kingdom",MAS,15,15.1,1009067,1,1,0,0,ゲキマイ
壱雫空,MAS,14,14,1009992,1,1,1,0,POPS&ANIME
迷星叫,MAS,12.5,12.6,1010000,1,1,1,0,POPS&ANIME
スコーピオンガールの貴重な捕食シーン,MAS,14,14.1,1009713,1,1,0,0,niconico
ずんだパーリナイ,MAS,13.5,13.5,1009466,1,0,0,0,niconico
Dramatic…?,MAS,14,14.2,1009677,1,1,0,0,ゲキマイ
X.Y.Z.,MAS,13,13,1009199,1,0,0,0,ORIGINAL
コメクエスト,MAS,13.5,13.5,1009377,1,0,0,0,ORIGINAL
おしゃまなプリンセス,MAS,14.5,14.5,1009073,1,0,0,0,ORIGINAL
ソーシャルワンダーランド,MAS,14.5,14.5,1009966,1,1,1,0,ORIGINAL
マシンガンポエムドール,EXP,13.5,13.8,1009981,1,1,1,0,niconico
マシンガンポエムドール,MAS,15,15.1,1009256,1,1,0,0,niconico
"Death Doll",MAS,14,14,1009949,1,1,1,2,ゲキマイ
"Lovely Lovely Lover",MAS,14,14,1009967,1,1,1,0,ORIGINAL
"Fire Engine73",MAS,13.5,13.9,1008620,1,0,0,0,ORIGINAL
LibrariA,MAS,15,15.2,1009491,1,1,0,0,ORIGINAL
"Tuatha Dé Danann",EXP,14,14.3,1009540,1,0,0,0,ORIGINAL
"Tuatha Dé Danann",MAS,15.5,15.5,1008274,1,0,0,0,ORIGINAL
MeteorSnow,EXP,13.5,13.7,1009995,1,1,1,0,ゲキマイ
MeteorSnow,MAS,15,15.2,1007775,1,0,0,0,ゲキマイ
"Acid God",EXP,14,14,1009243,1,0,0,0,ORIGINAL
"Acid God",MAS,15,15.4,1006933,1,0,0,0,ORIGINAL
"Forsaken Tale",EXP,14.5,14.5,1009056,1,0,0,0,ORIGINAL
"Forsaken Tale",MAS,15.5,15.7,1001955,1,0,0,0,ORIGINAL
熱異常,MAS,14,14.2,1008450,1,0,0,0,niconico
"What's up? Pop!",EXP,14,14.1,1009959,1,1,1,0,niconico
"What's up? Pop!",MAS,15,15.3,1008362,1,0,0,0,niconico
超熊猫的周遊記（ワンダーパンダートラベラー）,MAS,14.5,14.6,1008714,1,0,0,0,ゲキマイ
M.L.V.G,MAS,14,14,1010000,1,1,1,0,POPS&ANIME
ハートサーモグラフィー,MAS,13,13,1008331,1,0,0,0,POPS&ANIME
モンダイナイトリッパー！,MAS,13,13.1,1007218,1,0,0,0,POPS&ANIME
モンダイナイトリッパー！,ULT,14,14.2,1009037,1,0,0,0,POPS&ANIME
特者生存ワンダラダー!!,MAS,13,13.2,1009987,1,1,1,0,POPS&ANIME
NAGAREBOSHI☆ROCKET,MAS,14,14.1,1009133,1,0,0,0,ゲキマイ
"On your mark (104期 Ver.)",MAS,12.5,12.8,1008985,1,0,0,0,POPS&ANIME
"On your mark (104期 Ver.)",ULT,14,14.3,1009561,1,1,0,0,POPS&ANIME
晴る,ULT,14,14.1,1009928,1,1,1,0,POPS&ANIME
ビビデバ,ULT,14,14.1,1009964,1,1,1,0,POPS&ANIME
愛包ダンスホール,ULT,14,14,1009922,1,1,1,0,POPS&ANIME
VERSE,MAS,13,13,1009976,1,1,1,0,POPS&ANIME
メズマライザー,MAS,13,13.3,1009697,1,1,0,0,niconico
メズマライザー,ULT,14.5,14.5,1009955,1,1,1,0,niconico
絶対敵対メチャキライヤー,MAS,13,13,1009520,1,1,0,0,niconico
好きな惣菜発表ドラゴン,MAS,13.5,13.6,1008644,1,1,0,0,niconico
有頂天ドリーマーズ,MAS,12.5,12.7,1009346,1,0,0,0,東方Project
inkar-usi,MAS,13,13,1009957,1,1,1,0,VARIETY
"Tie me down gently",MAS,14,14.1,1009965,1,1,1,0,VARIETY
"Ringed Genesis",MAS,14,14.4,1009146,1,0,0,0,VARIETY
Tempestissimo,MAS,15,15,1009535,1,1,0,0,VARIETY
Igallta,MAS,15,15,1009645,1,1,0,0,VARIETY
Synthesis.,MAS,15,15,1009921,1,1,1,0,VARIETY
Chronomia,MAS,14.5,14.9,1009716,1,1,0,0,VARIETY
カモンゴー！,MAS,13.5,13.8,1009959,1,1,1,0,イロドリミドリ
イルミネーション,MAS,12.5,12.7,1009326,1,0,0,0,ゲキマイ
"Ai C",MAS,14.5,14.7,1008357,1,0,0,0,ゲキマイ
"≠彡""/了→",MAS,15,15,1007780,1,0,0,0,ゲキマイ
メッちゅう殴打,MAS,14,14.2,1009712,1,1,0,0,ORIGINAL
ドリームケッチャー,MAS,12,12.3,1010000,1,1,1,0,ORIGINAL
ラブリージャッジメント,MAS,13.5,13.6,1009950,1,1,1,0,ORIGINAL
房総★ミラクル☆てんたくる!?,MAS,14,14.3,1008716,1,0,0,0,ORIGINAL
Crystallize,MAS,14,14.2,1009618,1,1,0,0,ORIGINAL
Oracle,MAS,14.5,14.8,1009978,1,1,1,0,ORIGINAL
"The Devil Incarnate",EXP,14,14.1,1009394,1,0,0,0,ORIGINAL
"The Devil Incarnate",MAS,15,15.3,1007796,1,0,0,0,ORIGINAL
"Theatore Creatore",MAS,14,14.4,1009942,1,1,1,0,ORIGINAL
"Theatore Creatore",ULT,15,15.3,1007874,1,0,0,0,ORIGINAL
ジョハリ,MAS,13,13.1,1010000,1,1,1,0,POPS&ANIME
眩耀夜行（104期Ver.）,MAS,13,13,1009993,1,1,1,0,POPS&ANIME
KNOT（104期Ver.）,MAS,13,13.1,1009984,1,1,1,0,POPS&ANIME
"アイデンティティ（104期NEW Ver.）",MAS,14,14.2,1009957,1,1,1,0,POPS&ANIME
シリウスの輝きのように,ULT,14.5,14.9,1009337,1,1,0,0,POPS&ANIME
"I Wanna",MAS,15,15.3,1008584,1,0,0,0,POPS&ANIME
革命ダンス,MAS,13,13.2,1009292,1,0,0,0,POPS&ANIME
イガク,MAS,14,14,1007453,1,0,0,0,niconico
ザムザ,MAS,13.5,13.7,1009533,1,1,0,0,niconico
激烈!!!!ファミレスガールは帰しま1000!!!!,MAS,14,14.4,1008933,1,0,0,0,ORIGINAL
"〚隔絶〛 ～Flame of Determination",MAS,14,14,1009708,1,1,0,0,ORIGINAL
"〚献身〛 ～Paradox of Choice",MAS,14.5,14.9,1009458,1,0,0,0,ORIGINAL
"〚盲従〛 ～Fantasia Sonata Flower",MAS,14.5,14.7,1009472,1,1,0,0,ORIGINAL
"〚空虚〛 ～Pyrophilia",MAS,14.5,14.8,1009547,1,1,0,0,ORIGINAL
"We don't need tears!",MAS,13.5,13.6,1009625,1,1,0,0,イロドリミドリ
あいのうた,MAS,13.5,13.6,1008145,1,0,0,0,niconico
"夜もすがら君想ふ (10th Anniv.)",MAS,13,13.1,1009676,1,1,0,0,niconico
ジェヘナ,MAS,14,14,1009901,1,1,1,0,niconico
Lostwizz,MAS,14,14,1009989,1,1,1,0,ゲキマイ
"Aether Crest: Celestial",EXP,14,14.3,1009959,1,1,1,0,ORIGINAL
"Aether Crest: Celestial",MAS,15.5,15.5,1003140,1,0,0,0,ORIGINAL
月光,MAS,14,14.2,1009950,1,1,1,0,niconico
ゆりかご,MAS,13,13.3,1009140,1,0,0,0,niconico
ひつぎとふたご,MAS,15,15,1003908,1,0,0,0,VARIETY
"Crush the Dystopia",MAS,15,15.4,1007673,1,0,0,0,ORIGINAL
人マニア,MAS,14,14.2,1009001,1,0,0,0,niconico
オーバーライド,ULT,14.5,14.5,1008267,1,0,0,0,niconico
ライアーダンサー,MAS,13,13.3,1009975,1,1,1,0,niconico
黒塗り世界宛て書簡,MAS,13.5,13.6,1010000,1,1,1,0,niconico
"本能的 Survivor",MAS,13.5,13.8,1008997,1,0,0,0,ゲキマイ
"INFiNiTE ENERZY -Overdoze-",MAS,14,14.2,1009975,1,1,1,0,VARIETY
"Nyan Cat",MAS,14,14.2,1009860,1,1,1,0,niconico
"ONLY YOUR STARS!（Trickstar Ver.）",MAS,13,13,1009987,1,1,1,0,POPS&ANIME
"BRAND NEW STARS!! (ALKALOID ver.)",EXP,10,10.1,1009992,1,1,1,0,POPS&ANIME
"One with One (Eden ver.)",MAS,13.5,13.5,1004176,1,0,0,0,POPS&ANIME
"Surprising Thanks!! (Crazy:B ver.)",MAS,13,13.2,1009960,1,1,1,0,POPS&ANIME
殺屋中毒,MAS,13.5,13.6,1009973,1,1,1,0,POPS&ANIME
ラビットホール,MAS,13.5,13.7,1009964,1,1,1,0,niconico
あいたい星人,MAS,13,13.2,1009957,1,1,1,0,niconico
ハオ,MAS,13,13.1,1009411,1,0,0,0,niconico
躯樹の墓守,MAS,15,15,1008391,1,0,0,0,ゲキマイ
旅星に渇く,MAS,14.5,14.9,1008797,1,0,0,0,ORIGINAL
ずんずんサファリ,MAS,14.5,14.8,1009385,1,1,0,0,ORIGINAL
jaQup,MAS,14,14.4,1009309,1,1,0,0,ORIGINAL
HeinousЯeaper,EXP,14,14,1009415,1,0,0,0,ORIGINAL
HeinousЯeaper,MAS,15,15.3,1007741,1,1,0,0,ORIGINAL
MegiddØ,EXP,14,14.4,1009903,1,1,1,0,ORIGINAL
MegiddØ,MAS,15.5,15.6,1006354,1,0,0,0,ORIGINAL
"We Are Us(IOSYS TRAX Remix)",MAS,14,14,1009969,1,1,1,0,イロドリミドリ
"宵の平安京 Stargazer",MAS,14.5,14.9,1008295,1,0,0,0,VARIETY
Paradoxes,MAS,12,12,1009969,1,1,1,0,POPS&ANIME
"you (Vocal)",MAS,12.5,12.5,1008593,1,0,0,0,POPS&ANIME
"Southern Cross",MAS,14.5,14.7,1008481,1,0,0,0,VARIETY
"BOUNCE & DANCE",MAS,14.5,14.5,1009934,1,1,1,0,ゲキマイ
